userid,venueid,timestamp
Robb_Stark,Harrenhal,2020-01-16T07:16:32.0
Jorah_Mormont,Qarth,2020-01-16T04:20:13.0
Kovarro,Qarth,2020-01-16T04:20:13.0
Jorah_Mormont,Qarth,2020-01-16T04:21:38.0
Jorah_Mormont,Qarth,2020-01-16T05:52:06.0
Kovarro,Qarth,2020-01-16T05:52:06.0
Jorah_Mormont,Qarth,2020-01-16T05:52:21.0
Kovarro,Qarth,2020-01-16T05:52:44.0
Jorah_Mormont,Qarth,2020-01-16T05:52:44.0
Pyat_Pree,Qarth,2020-01-16T06:08:27.0
Xaro_Xhoan_Daxos,Qarth,2020-01-16T06:12:45.0
Kovarro,Qarth,2020-01-16T06:12:45.0
Jorah_Mormont,Qarth,2020-01-16T06:12:45.0
Xaro_Xhoan_Daxos,Qarth,2020-01-16T06:13:48.0
Kovarro,Qarth,2020-01-16T06:13:48.0
Jorah_Mormont,Qarth,2020-01-16T06:13:48.0
Kovarro,Qarth,2020-01-16T06:14:00.0
Jorah_Mormont,Qarth,2020-01-16T06:14:00.0
Kovarro,Qarth,2020-01-16T06:14:33.0
Jorah_Mormont,Qarth,2020-01-16T06:14:33.0
Eddison_Tollett,Fist of the First Men,2020-01-16T06:16:34.0
Jeor_Mormont,Fist of the First Men,2020-01-16T06:21:03.0
Jeor_Mormont,Fist of the First Men,2020-01-16T06:22:01.0
Eddison_Tollett,Fist of the First Men,2020-01-16T06:22:01.0
Jon_Snow,Frostfang Mountains,2020-01-16T06:11:31.0
Qhorin_Halfhand,Frostfang Mountains,2020-01-16T06:11:31.0
Rattleshirt,Frostfang Mountains,2020-01-16T06:11:31.0
Jon_Snow,Frostfang Mountains,2020-01-16T06:12:11.0
Rattleshirt,Frostfang Mountains,2020-01-16T06:22:35.0
Jon_Snow,Frostfang Mountains,2020-01-16T06:22:35.0
Jon_Snow,Frostfang Mountains,2020-01-16T06:23:36.0
Jon_Snow,Frostfang Mountains,2020-01-16T06:24:36.0
Rattleshirt,Frostfang Mountains,2020-01-16T06:24:36.0
Jon_Snow,Frostfang Mountains,2020-01-16T06:26:33.0
Rattleshirt,Frostfang Mountains,2020-01-16T06:26:33.0
Jon_Snow,Frostfang Mountains,2020-01-16T06:29:24.0
Stannis_Baratheon,Blackwater Bay,2020-01-16T04:14:08.0
Stannis_Baratheon,Blackwater Bay,2020-01-16T04:16:39.0
Stannis_Baratheon,Blackwater Bay,2020-01-16T04:26:33.0
Stannis_Baratheon,Blackwater Bay,2020-01-16T04:39:21.0
Stannis_Baratheon,Blackwater Bay,2020-01-16T04:46:41.0
Stannis_Baratheon,Blackwater Bay,2020-01-16T04:48:51.0
Stannis_Baratheon,Blackwater Bay,2020-01-16T04:50:08.0
Stannis_Baratheon,Blackwater Bay,2020-01-16T04:51:01.0
Boat_Commander,Blackwater Bay,2020-01-16T06:37:35.0
Salladhor_Saan,Blackwater Bay,2020-01-16T06:40:28.0
Brienne_of_Tarth,East to King's Landing,2020-01-16T05:30:04.0
Jaime_Lannister,East to King's Landing,2020-01-16T05:30:04.0
Brienne_of_Tarth,East to King's Landing,2020-01-16T05:33:27.0
Jaime_Lannister,East to King's Landing,2020-01-16T05:33:27.0
Stark_Soldier,East to King's Landing,2020-01-16T05:33:27.0
Jaime_Lannister,East to King's Landing,2020-01-16T07:19:52.0
Brienne_of_Tarth,East to King's Landing,2020-01-16T07:19:52.0
Jaime_Lannister,East to King's Landing,2020-01-16T07:20:53.0
Brienne_of_Tarth,East to King's Landing,2020-01-16T07:20:53.0
Arya_Stark,Outside Harrenhal,2020-01-16T05:53:23.0
Arya_Stark,Outside Harrenhal,2020-01-16T05:53:40.0
Jaqen_H'ghar,Outside Harrenhal,2020-01-16T05:53:40.0
Arya_Stark,Outside Harrenhal,2020-01-16T05:55:52.0
Jaqen_H'ghar,Outside Harrenhal,2020-01-16T05:55:52.0
Arya_Stark,Outside Harrenhal,2020-01-16T05:56:16.0
Jaqen_H'ghar,Outside Harrenhal,2020-01-16T05:56:16.0
Daenerys_Targaryen,The Wall,2020-01-16T06:03:31.0
Daenerys_Targaryen,The Summer Sea,2020-01-16T06:52:44.0
Jorah_Mormont,The Summer Sea,2020-01-16T06:52:44.0
Daenerys_Targaryen,The Summer Sea,2020-01-16T06:53:09.0
Jorah_Mormont,The Summer Sea,2020-01-16T06:53:09.0
Daenerys_Targaryen,The Summer Sea,2020-01-16T06:54:08.0
Jorah_Mormont,The Summer Sea,2020-01-16T06:54:08.0
Daenerys_Targaryen,Slaver's Bay,2020-01-16T07:03:00.0
Kraznys_mo_Nakloz,Astapor,2020-01-16T07:07:05.0
Jorah_Mormont,Astapor,2020-01-16T07:07:05.0
Missandei,Astapor,2020-01-16T07:07:05.0
Unsullied,Astapor,2020-01-16T07:07:05.0
Jorah_Mormont,Astapor,2020-01-16T07:08:53.0
Jorah_Mormont,Astapor,2020-01-16T07:10:02.0
Master_Torturer,The Dreadfort,2020-01-16T07:17:15.0
Master_Torturer,The Dreadfort,2020-01-16T07:55:45.0
Grey_Wind,To Riverrun,2020-01-16T07:31:02.0
Rickard_Karstark,To Riverrun,2020-01-16T07:31:02.0
Talisa_Maegyr,To Riverrun,2020-01-16T07:31:02.0
Talisa_Maegyr,To Riverrun,2020-01-16T07:34:25.0
Mance_Rayder,Wildlings March South,2020-01-16T07:35:31.0
Mance_Rayder,Wildlings March South,2020-01-16T07:36:48.0
Tormund_Giantsbane,Wildlings March South,2020-01-16T07:36:48.0
Orell,Wildlings March South,2020-01-16T07:36:48.0
Grenn,Nightswatch March South,2020-01-16T07:37:51.0
Jeor_Mormont,Nightswatch March South,2020-01-16T07:37:51.0
Grenn,Nightswatch March South,2020-01-16T07:39:28.0
Jeor_Mormont,Nightswatch March South,2020-01-16T07:39:28.0
Thoros_of_Myr,North to the Red Fork,2020-01-16T07:46:08.0
Anguy,North to the Red Fork,2020-01-16T07:46:08.0
Tywin_Lannister,King's Landing,2020-01-16T08:16:18.0
Petyr_Baelish,King's Landing,2020-01-16T08:16:18.0
Tyrion_Lannister,King's Landing,2020-01-16T08:16:18.0
Cersei_Lannister,King's Landing,2020-01-16T08:16:18.0
Tyrion_Lannister,King's Landing,2020-01-16T08:41:42.0
Petyr_Baelish,King's Landing,2020-01-16T08:41:42.0
Tyrion_Lannister,King's Landing,2020-01-16T08:43:07.0
Petyr_Baelish,King's Landing,2020-01-16T08:43:07.0
Tyrion_Lannister,King's Landing,2020-01-16T08:43:24.0
Tyrion_Lannister,King's Landing,2020-01-16T08:43:56.0
Tyrion_Lannister,King's Landing,2020-01-16T08:45:10.0
Genna,King's Landing,2020-01-16T08:45:10.0
Tyrion_Lannister,King's Landing,2020-01-16T08:46:31.0
Tyrion_Lannister,King's Landing,2020-01-16T08:47:50.0
Tyrion_Lannister,King's Landing,2020-01-16T09:05:37.0
Tyrion_Lannister,King's Landing,2020-01-16T09:05:57.0
Sorcerer,King's Landing,2020-01-16T09:05:57.0
Margaery_Tyrell,King's Landing,2020-01-16T09:11:46.0
Cersei_Lannister,King's Landing,2020-01-16T09:12:49.0
Olenna_Tyrell,King's Landing,2020-01-16T09:12:49.0
Margaery_Tyrell,King's Landing,2020-01-16T09:12:49.0
Cersei_Lannister,King's Landing,2020-01-16T09:13:54.0
Olenna_Tyrell,King's Landing,2020-01-16T09:13:54.0
Margaery_Tyrell,King's Landing,2020-01-16T09:15:06.0
Cersei_Lannister,King's Landing,2020-01-16T09:15:38.0
Olenna_Tyrell,King's Landing,2020-01-16T09:15:38.0
Margaery_Tyrell,King's Landing,2020-01-16T09:15:38.0
Margaery_Tyrell,King's Landing,2020-01-16T09:15:54.0
Cersei_Lannister,King's Landing,2020-01-16T09:15:54.0
Cersei_Lannister,King's Landing,2020-01-16T09:25:16.0
Tywin_Lannister,King's Landing,2020-01-16T09:25:16.0
Olenna_Tyrell,King's Landing,2020-01-16T09:25:55.0
Olenna_Tyrell,King's Landing,2020-01-16T09:26:17.0
Olenna_Tyrell,King's Landing,2020-01-16T09:27:33.0
Olenna_Tyrell,King's Landing,2020-01-16T09:29:19.0
Margaery_Tyrell,King's Landing,2020-01-16T09:32:07.0
Petyr_Baelish,King's Landing,2020-01-16T10:06:10.0
Cersei_Lannister,King's Landing,2020-01-16T10:06:10.0
Tyrion_Lannister,King's Landing,2020-01-16T10:06:28.0
Olenna_Tyrell,King's Landing,2020-01-16T10:06:28.0
Tyrion_Lannister,King's Landing,2020-01-16T10:08:09.0
Olenna_Tyrell,King's Landing,2020-01-16T10:08:09.0
Tyrion_Lannister,King's Landing,2020-01-16T10:08:33.0
Olenna_Tyrell,King's Landing,2020-01-16T10:08:33.0
Margaery_Tyrell,King's Landing,2020-01-16T10:39:11.0
Olyvar,King's Landing,2020-01-16T10:39:11.0
Olyvar,King's Landing,2020-01-16T10:39:51.0
Petyr_Baelish,King's Landing,2020-01-16T10:40:07.0
Olyvar,King's Landing,2020-01-16T10:40:07.0
Petyr_Baelish,King's Landing,2020-01-16T10:41:48.0
Tyrion_Lannister,King's Landing,2020-01-16T10:45:26.0
Cersei_Lannister,King's Landing,2020-01-16T10:45:26.0
Tywin_Lannister,King's Landing,2020-01-16T10:45:26.0
Tywin_Lannister,King's Landing,2020-01-16T11:22:54.0
Olenna_Tyrell,King's Landing,2020-01-16T11:22:54.0
Cersei_Lannister,King's Landing,2020-01-16T11:29:59.0
Tyrion_Lannister,King's Landing,2020-01-16T11:29:59.0
Tyrion_Lannister,King's Landing,2020-01-16T11:30:44.0
Tyrion_Lannister,King's Landing,2020-01-16T11:31:41.0
Petyr_Baelish,King's Landing,2020-01-16T11:34:05.0
Margaery_Tyrell,King's Landing,2020-01-16T11:51:59.0
Tyrion_Lannister,King's Landing,2020-01-16T11:53:20.0
Tywin_Lannister,King's Landing,2020-01-16T11:56:48.0
Catelyn_Stark,North to the Wall,2020-01-16T09:09:26.0
Osha,North to the Wall,2020-01-16T10:53:40.0
Meera_Reed,North to the Wall,2020-01-16T10:53:40.0
Jon_Snow,The Gift,2020-01-16T11:40:49.0
Ygritte,The Gift,2020-01-16T11:40:49.0
Jon_Snow,The Gift,2020-01-16T11:41:41.0
Ygritte,The Gift,2020-01-16T11:47:30.0
Jon_Snow,The Gift,2020-01-16T11:47:30.0
Ygritte,The Gift,2020-01-16T11:47:35.0
Jon_Snow,The Gift,2020-01-16T11:47:35.0
Ygritte,The Gift,2020-01-16T11:48:50.0
Anguy,Crossroads Inn,2020-01-16T08:19:12.0
Hot_Pie,Crossroads Inn,2020-01-16T08:20:46.0
Hot_Pie,Crossroads Inn,2020-01-16T08:21:06.0
Robb_Stark,Riverrun,2020-01-16T08:09:51.0
Brynden_Tully,Riverrun,2020-01-16T08:09:51.0
Talisa_Maegyr,Riverrun,2020-01-16T08:09:51.0
Robb_Stark,Riverrun,2020-01-16T08:12:14.0
Brynden_Tully,Riverrun,2020-01-16T08:12:14.0
Brynden_Tully,Riverrun,2020-01-16T08:23:35.0
Talisa_Maegyr,Riverrun,2020-01-16T08:24:22.0
Robb_Stark,Riverrun,2020-01-16T10:10:43.0
Talisa_Maegyr,Riverrun,2020-01-16T10:10:43.0
Brynden_Tully,Riverrun,2020-01-16T10:10:43.0
Robb_Stark,Riverrun,2020-01-16T10:12:27.0
Talisa_Maegyr,Riverrun,2020-01-16T10:12:27.0
Brynden_Tully,Riverrun,2020-01-16T10:12:27.0
Karstark_Lookout,Riverrun,2020-01-16T10:12:27.0
Robb_Stark,Riverrun,2020-01-16T10:13:39.0
Talisa_Maegyr,Riverrun,2020-01-16T10:13:39.0
Robb_Stark,Riverrun,2020-01-16T10:15:04.0
Talisa_Maegyr,Riverrun,2020-01-16T10:15:04.0
Brynden_Tully,Riverrun,2020-01-16T10:15:04.0
Robb_Stark,Riverrun,2020-01-16T10:38:25.0
Talisa_Maegyr,Riverrun,2020-01-16T10:38:25.0
Robb_Stark,Riverrun,2020-01-16T11:15:08.0
Black_Walder_Rivers,Riverrun,2020-01-16T11:15:08.0
Lothar_Frey,Riverrun,2020-01-16T11:15:08.0
Brynden_Tully,Riverrun,2020-01-16T11:15:08.0
Robb_Stark,Riverrun,2020-01-16T11:16:51.0
Brynden_Tully,Riverrun,2020-01-16T11:16:51.0
Talisa_Maegyr,Camp of the North,2020-01-16T11:42:46.0
Catelyn_Stark,Camp of the North,2020-01-16T11:42:46.0
Brynden_Tully,Camp of the North,2020-01-16T11:42:46.0
Talisa_Maegyr,Camp of the North,2020-01-16T11:42:54.0
Catelyn_Stark,Camp of the North,2020-01-16T11:42:54.0
Talisa_Maegyr,Camp of the North,2020-01-16T11:46:49.0
Jeor_Mormont,Craster's Keep,2020-01-16T08:27:15.0
Karl_Tanner,Craster's Keep,2020-01-16T08:27:15.0
Jeor_Mormont,Craster's Keep,2020-01-16T08:27:56.0
Craster,Craster's Keep,2020-01-16T08:27:56.0
Eddison_Tollett,Craster's Keep,2020-01-16T08:27:56.0
Karl_Tanner,Craster's Keep,2020-01-16T08:27:56.0
Karl_Tanner,Craster's Keep,2020-01-16T08:29:48.0
Craster,Craster's Keep,2020-01-16T08:29:48.0
Jeor_Mormont,Craster's Keep,2020-01-16T08:29:48.0
Eddison_Tollett,Craster's Keep,2020-01-16T08:29:48.0
Craster's_Younger_Wife,Craster's Keep,2020-01-16T08:30:47.0
Baby_Sam,Craster's Keep,2020-01-16T08:30:47.0
Eddison_Tollett,Craster's Keep,2020-01-16T09:07:14.0
Rast,Craster's Keep,2020-01-16T09:07:14.0
Baby_Sam,Craster's Keep,2020-01-16T09:07:23.0
Baby_Sam,Craster's Keep,2020-01-16T09:08:21.0
Jeor_Mormont,Craster's Keep,2020-01-16T09:33:08.0
Eddison_Tollett,Craster's Keep,2020-01-16T09:33:08.0
Rast,Craster's Keep,2020-01-16T09:33:08.0
Eddison_Tollett,Craster's Keep,2020-01-16T09:33:50.0
Rast,Craster's Keep,2020-01-16T09:33:50.0
Craster,Craster's Keep,2020-01-16T09:34:11.0
Jeor_Mormont,Craster's Keep,2020-01-16T09:34:11.0
Craster,Craster's Keep,2020-01-16T09:35:58.0
Jeor_Mormont,Craster's Keep,2020-01-16T09:35:58.0
Eddison_Tollett,Craster's Keep,2020-01-16T09:35:58.0
Rast,Craster's Keep,2020-01-16T09:35:58.0
Karl_Tanner,Craster's Keep,2020-01-16T09:35:58.0
Karl_Tanner,Craster's Keep,2020-01-16T09:36:16.0
Craster,Craster's Keep,2020-01-16T09:36:16.0
Jeor_Mormont,Craster's Keep,2020-01-16T09:36:33.0
Karl_Tanner,Craster's Keep,2020-01-16T09:36:33.0
Craster,Craster's Keep,2020-01-16T09:36:33.0
Rast,Craster's Keep,2020-01-16T09:36:33.0
Karl_Tanner,Craster's Keep,2020-01-16T09:36:51.0
Jeor_Mormont,Craster's Keep,2020-01-16T09:36:51.0
Rast,Craster's Keep,2020-01-16T09:36:51.0
Eddison_Tollett,Craster's Keep,2020-01-16T09:36:51.0
Craster,Craster's Keep,2020-01-16T09:37:21.0
Jeor_Mormont,Craster's Keep,2020-01-16T09:37:21.0
Rast,Craster's Keep,2020-01-16T09:37:21.0
Baby_Sam,Craster's Keep,2020-01-16T09:37:45.0
Rast,Craster's Keep,2020-01-16T09:37:51.0
Stannis_Baratheon,Dragonstone,2020-01-16T08:34:10.0
Melisandre,Dragonstone,2020-01-16T08:34:10.0
Selyse_Baratheon,Dragonstone,2020-01-16T10:18:39.0
Selyse_Baratheon,Dragonstone,2020-01-16T10:21:28.0
Stannis_Baratheon,Dragonstone,2020-01-16T10:21:28.0
Stannis_Baratheon,Dragonstone,2020-01-16T10:21:34.0
Stannis_Baratheon,Dragonstone,2020-01-16T10:23:11.0
Locke,Harrenhal,2020-01-16T10:03:39.0
Brienne_of_Tarth,Harrenhal,2020-01-16T10:03:39.0
Roose_Bolton,Harrenhal,2020-01-16T10:03:39.0
Brienne_of_Tarth,Harrenhal,2020-01-16T10:29:53.0
Brienne_of_Tarth,Harrenhal,2020-01-16T11:19:09.0
Roose_Bolton,Harrenhal,2020-01-16T11:19:09.0
Jon_Snow,Fist of the First Men,2020-01-16T08:26:38.0
Tormund_Giantsbane,Fist of the First Men,2020-01-16T08:26:38.0
Ygritte,Fist of the First Men,2020-01-16T08:26:38.0
Jaime_Lannister,East to King's Landing,2020-01-16T08:04:47.0
Brienne_of_Tarth,East to King's Landing,2020-01-16T08:04:47.0
Jaime_Lannister,East to King's Landing,2020-01-16T08:05:45.0
Brienne_of_Tarth,East to King's Landing,2020-01-16T08:05:45.0
Jon_Snow,The Wall,2020-01-16T10:54:03.0
Orell,The Wall,2020-01-16T10:54:03.0
Jon_Snow,The Wall,2020-01-16T10:57:04.0
Jon_Snow,The Wall,2020-01-16T10:57:38.0
Jon_Snow,The Wall,2020-01-16T11:07:33.0
Jon_Snow,The Wall,2020-01-16T11:25:33.0
Orell,The Wall,2020-01-16T11:25:33.0
Jorah_Mormont,Astapor,2020-01-16T08:35:07.0
Barristan_Selmy,Astapor,2020-01-16T08:35:07.0
Jorah_Mormont,Astapor,2020-01-16T08:36:37.0
Barristan_Selmy,Astapor,2020-01-16T08:36:37.0
Jorah_Mormont,Astapor,2020-01-16T08:39:33.0
Barristan_Selmy,Astapor,2020-01-16T08:39:33.0
Missandei,Astapor,2020-01-16T08:39:33.0
Kraznys_mo_Nakloz,Astapor,2020-01-16T08:39:33.0
Jorah_Mormont,Astapor,2020-01-16T08:39:55.0
Barristan_Selmy,Astapor,2020-01-16T08:39:55.0
Jorah_Mormont,Astapor,2020-01-16T08:40:08.0
Barristan_Selmy,Astapor,2020-01-16T08:40:08.0
Missandei,Astapor,2020-01-16T08:40:08.0
Missandei,Astapor,2020-01-16T08:40:25.0
Jorah_Mormont,Astapor,2020-01-16T08:41:00.0
Barristan_Selmy,Astapor,2020-01-16T08:41:00.0
Missandei,Astapor,2020-01-16T08:41:00.0
Barristan_Selmy,Astapor,2020-01-16T09:44:02.0
Missandei,Astapor,2020-01-16T09:44:02.0
Jorah_Mormont,Astapor,2020-01-16T09:44:02.0
Kraznys_mo_Nakloz,Astapor,2020-01-16T09:44:02.0
Jorah_Mormont,Astapor,2020-01-16T09:46:28.0
Kraznys_mo_Nakloz,Astapor,2020-01-16T09:46:28.0
Missandei,Astapor,2020-01-16T09:46:28.0
Barristan_Selmy,Astapor,2020-01-16T09:46:28.0
Jorah_Mormont,Astapor,2020-01-16T09:46:45.0
Missandei,Astapor,2020-01-16T09:46:45.0
Barristan_Selmy,Astapor,2020-01-16T09:46:45.0
Kraznys_mo_Nakloz,Astapor,2020-01-16T09:46:45.0
Jorah_Mormont,Astapor,2020-01-16T09:47:23.0
Barristan_Selmy,Astapor,2020-01-16T09:47:23.0
Missandei,Astapor,2020-01-16T09:48:46.0
Jorah_Mormont,Astapor,2020-01-16T09:48:46.0
Barristan_Selmy,Astapor,2020-01-16T09:48:46.0
Missandei,Astapor,2020-01-16T09:49:05.0
Jorah_Mormont,Astapor,2020-01-16T09:49:05.0
Master_Torturer,The Dreadfort,2020-01-16T08:50:41.0
Master_Torturer,The Dreadfort,2020-01-16T08:51:27.0
Brienne_of_Tarth,To Harrenhal,2020-01-16T08:18:07.0
Brienne_of_Tarth,To Harrenhal,2020-01-16T08:52:36.0
Brienne_of_Tarth,To Harrenhal,2020-01-16T08:54:34.0
Brienne_of_Tarth,To Harrenhal,2020-01-16T08:56:00.0
Brienne_of_Tarth,To Harrenhal,2020-01-16T09:01:52.0
Brienne_of_Tarth,To Harrenhal,2020-01-16T09:20:28.0
Brienne_of_Tarth,To Harrenhal,2020-01-16T09:22:29.0
Arya_Stark,Hollow Hill,2020-01-16T09:38:30.0
Anguy,Hollow Hill,2020-01-16T09:38:30.0
Arya_Stark,Hollow Hill,2020-01-16T09:39:19.0
Anguy,Hollow Hill,2020-01-16T09:39:19.0
Sandor_Clegane,Hollow Hill,2020-01-16T09:39:19.0
Sandor_Clegane,Hollow Hill,2020-01-16T09:42:53.0
Arya_Stark,Hollow Hill,2020-01-16T09:42:53.0
Anguy,Hollow Hill,2020-01-16T09:42:53.0
Sandor_Clegane,Hollow Hill,2020-01-16T09:54:16.0
Arya_Stark,Hollow Hill,2020-01-16T09:54:16.0
Anguy,Hollow Hill,2020-01-16T09:54:16.0
Sandor_Clegane,Hollow Hill,2020-01-16T09:54:54.0
Arya_Stark,Hollow Hill,2020-01-16T09:54:54.0
Anguy,Hollow Hill,2020-01-16T09:54:54.0
Sandor_Clegane,Hollow Hill,2020-01-16T10:01:47.0
Anguy,Hollow Hill,2020-01-16T10:01:47.0
Arya_Stark,Hollow Hill,2020-01-16T10:01:47.0
Arya_Stark,Hollow Hill,2020-01-16T10:10:01.0
Arya_Stark,Hollow Hill,2020-01-16T10:15:56.0
Arya_Stark,Hollow Hill,2020-01-16T10:18:06.0
Arya_Stark,Hollow Hill,2020-01-16T10:59:02.0
Anguy,Hollow Hill,2020-01-16T10:59:02.0
Arya_Stark,Hollow Hill,2020-01-16T11:00:19.0
Anguy,Hollow Hill,2020-01-16T11:00:19.0
Melisandre,Hollow Hill,2020-01-16T11:00:19.0
Melisandre,Hollow Hill,2020-01-16T11:03:29.0
Arya_Stark,Hollow Hill,2020-01-16T11:06:04.0
Anguy,Hollow Hill,2020-01-16T11:06:04.0
Melisandre,Hollow Hill,2020-01-16T11:06:04.0
Ygritte,Wildling Camp,2020-01-16T09:57:06.0
Ygritte,Wildling Camp,2020-01-16T09:57:38.0
Jon_Snow,Cave Outside Wildling Camp,2020-01-16T10:01:13.0
Jorah_Mormont,Outside Yunkai,2020-01-16T10:32:55.0
Jorah_Mormont,Outside Yunkai,2020-01-16T10:36:16.0
Jorah_Mormont,Outside Yunkai,2020-01-16T11:58:02.0
Razdal_mo_Eraz,Outside Yunkai,2020-01-16T11:58:58.0
Samwell_Tarly,South to the Wall,2020-01-16T10:50:39.0
Tormund_Giantsbane,Top of the Wall,2020-01-16T11:36:26.0
Orell,Top of the Wall,2020-01-16T11:36:26.0
Baby_Sam,Castle Black,2020-01-16T15:03:45.0
Jon_Snow,Castle Black,2020-01-16T15:09:50.0
Jon_Snow,Castle Black,2020-01-16T15:10:31.0
Pypar,Castle Black,2020-01-16T15:10:31.0
Ser_Endrew_Tarth,Castle Black,2020-01-16T15:50:01.0
Jon_Snow,Castle Black,2020-01-16T15:51:04.0
Jon_Snow,Castle Black,2020-01-16T15:53:35.0
Alliser_Thorne,Castle Black,2020-01-16T15:53:35.0
Janos_Slynt,Castle Black,2020-01-16T15:53:35.0
Alliser_Thorne,Castle Black,2020-01-16T15:54:00.0
Janos_Slynt,Castle Black,2020-01-16T15:54:00.0
Shae,King's Landing,2020-01-16T12:05:36.0
Sansa_Stark,King's Landing,2020-01-16T12:52:42.0
Shae,King's Landing,2020-01-16T12:52:42.0
Podrick_Payne,King's Landing,2020-01-16T12:52:42.0
Sansa_Stark,King's Landing,2020-01-16T12:54:07.0
Sansa_Stark,King's Landing,2020-01-16T12:59:14.0
Bronn,King's Landing,2020-01-16T12:59:14.0
Olenna_Tyrell,King's Landing,2020-01-16T12:59:14.0
Lord_Varys,King's Landing,2020-01-16T12:59:14.0
High_Septon,King's Landing,2020-01-16T12:59:14.0
Sansa_Stark,King's Landing,2020-01-16T13:06:18.0
Olenna_Tyrell,King's Landing,2020-01-16T13:06:51.0
Sansa_Stark,King's Landing,2020-01-16T13:06:51.0
Olenna_Tyrell,King's Landing,2020-01-16T13:07:17.0
Sansa_Stark,King's Landing,2020-01-16T13:07:17.0
Sansa_Stark,King's Landing,2020-01-16T13:07:48.0
Lord_Varys,King's Landing,2020-01-16T13:07:48.0
Shae,King's Landing,2020-01-16T13:07:48.0
Olenna_Tyrell,King's Landing,2020-01-16T13:09:02.0
Lord_Varys,King's Landing,2020-01-16T13:09:52.0
Sansa_Stark,King's Landing,2020-01-16T13:10:07.0
Shae,King's Landing,2020-01-16T13:10:07.0
Sansa_Stark,King's Landing,2020-01-16T13:10:39.0
Sansa_Stark,King's Landing,2020-01-16T13:12:31.0
Sansa_Stark,King's Landing,2020-01-16T13:12:36.0
Sansa_Stark,King's Landing,2020-01-16T13:16:40.0
Sansa_Stark,King's Landing,2020-01-16T13:21:42.0
Shae,King's Landing,2020-01-16T13:21:42.0
Sansa_Stark,King's Landing,2020-01-16T14:21:59.0
Shae,King's Landing,2020-01-16T14:21:59.0
Desmond_Crakehall,King's Landing,2020-01-16T14:21:59.0
Sansa_Stark,King's Landing,2020-01-16T14:23:19.0
Shae,King's Landing,2020-01-16T14:23:19.0
Sansa_Stark,King's Landing,2020-01-16T14:23:28.0
Podrick_Payne,King's Landing,2020-01-16T14:23:28.0
Lord_Varys,King's Landing,2020-01-16T14:26:48.0
Lord_Varys,King's Landing,2020-01-16T14:27:06.0
Sansa_Stark,King's Landing,2020-01-16T14:31:06.0
Shae,King's Landing,2020-01-16T14:53:34.0
Lord_Varys,King's Landing,2020-01-16T14:53:34.0
Podrick_Payne,King's Landing,2020-01-16T14:53:55.0
Podrick_Payne,King's Landing,2020-01-16T14:54:02.0
Brienne_of_Tarth,King's Landing,2020-01-16T15:11:00.0
Brienne_of_Tarth,King's Landing,2020-01-16T15:11:16.0
Podrick_Payne,King's Landing,2020-01-16T15:25:45.0
Bronn,King's Landing,2020-01-16T15:25:45.0
Podrick_Payne,King's Landing,2020-01-16T15:27:08.0
Bronn,King's Landing,2020-01-16T15:27:08.0
Lord_Blackmont,King's Landing,2020-01-16T15:27:08.0
Oberyn_Martell,King's Landing,2020-01-16T15:28:54.0
Olyvar,King's Landing,2020-01-16T15:28:54.0
Ellaria_Sand,King's Landing,2020-01-16T15:28:54.0
Oberyn_Martell,King's Landing,2020-01-16T15:29:53.0
Olyvar,King's Landing,2020-01-16T15:29:53.0
Ellaria_Sand,King's Landing,2020-01-16T15:29:53.0
Oberyn_Martell,King's Landing,2020-01-16T15:31:37.0
Olyvar,King's Landing,2020-01-16T15:31:37.0
Ellaria_Sand,King's Landing,2020-01-16T15:31:37.0
Oberyn_Martell,King's Landing,2020-01-16T15:31:47.0
Olyvar,King's Landing,2020-01-16T15:31:47.0
Ellaria_Sand,King's Landing,2020-01-16T15:31:47.0
Bronn,King's Landing,2020-01-16T15:31:47.0
Oberyn_Martell,King's Landing,2020-01-16T15:32:25.0
Olyvar,King's Landing,2020-01-16T15:32:25.0
Ellaria_Sand,King's Landing,2020-01-16T15:32:25.0
Bronn,King's Landing,2020-01-16T15:32:25.0
Oberyn_Martell,King's Landing,2020-01-16T15:32:36.0
Ellaria_Sand,King's Landing,2020-01-16T15:32:36.0
Bronn,King's Landing,2020-01-16T15:32:36.0
Oberyn_Martell,King's Landing,2020-01-16T15:34:42.0
Shae,King's Landing,2020-01-16T15:38:22.0
Sansa_Stark,King's Landing,2020-01-16T15:38:22.0
Handmaid,King's Landing,2020-01-16T15:38:22.0
Shae,King's Landing,2020-01-16T15:39:03.0
Sansa_Stark,King's Landing,2020-01-16T15:39:03.0
Sansa_Stark,King's Landing,2020-01-16T15:40:51.0
Shae,King's Landing,2020-01-16T15:42:49.0
Handmaid,King's Landing,2020-01-16T15:42:56.0
Shae,King's Landing,2020-01-16T15:42:56.0
Handmaid,King's Landing,2020-01-16T15:46:11.0
Olenna_Tyrell,King's Landing,2020-01-16T15:54:58.0
Olenna_Tyrell,King's Landing,2020-01-16T15:55:30.0
Brienne_of_Tarth,King's Landing,2020-01-16T15:55:30.0
Brienne_of_Tarth,King's Landing,2020-01-16T15:56:06.0
Sansa_Stark,King's Landing,2020-01-16T16:01:07.0
Brienne_of_Tarth,King's Landing,2020-01-16T16:01:07.0
Hodor,North to the Wall,2020-01-16T12:25:46.0
Osha,North to the Wall,2020-01-16T12:25:46.0
Bran_Stark,North to the Wall,2020-01-16T12:25:46.0
